State,PollScore,SampleSize,NumericGrade,PollRecency,Percentage,CandidateName
NA,-0.3,4000,1.9,198,43,Kamala Harris
NA,-0.3,4000,1.9,198,44,Donald Trump
Texas,-1.1,1000,2.1,198,36.6,Kamala Harris
Texas,-1.1,1000,2.1,198,45.8,Donald Trump
Texas,-1.1,1000,2.1,198,42.2,Kamala Harris
Texas,-1.1,1000,2.1,198,50.7,Donald Trump
NA,-0.4,1265,1.8,199,43,Kamala Harris
NA,-0.4,1265,1.8,199,40,Donald Trump
NA,-0.4,1265,1.8,199,38,Kamala Harris
NA,-0.4,1265,1.8,199,38,Donald Trump
NA,-0.3,4000,1.9,199,42,Kamala Harris
NA,-0.3,4000,1.9,199,43,Donald Trump
NA,-1.1,4038,3,204,44,Kamala Harris
NA,-1.1,4038,3,204,44,Donald Trump
NA,-1.1,4038,3,204,43,Kamala Harris
NA,-1.1,4038,3,204,42,Donald Trump
NA,-0.3,4000,1.9,200,43,Kamala Harris
NA,-0.3,4000,1.9,200,43,Donald Trump
NA,-0.4,1679,2.3,201,44,Kamala Harris
NA,-0.4,1679,2.3,201,43,Donald Trump
NA,-0.4,1679,2.3,201,39,Kamala Harris
NA,-0.4,1679,2.3,201,39,Donald Trump
NA,-1.1,1438,2.9,200,49.4,Kamala Harris
NA,-1.1,1438,2.9,200,50.6,Donald Trump
NA,-1.1,1438,2.9,200,42,Kamala Harris
NA,-1.1,1438,2.9,200,43.2,Donald Trump
NA,-0.3,4000,1.9,201,42,Kamala Harris
NA,-0.3,4000,1.9,201,43,Donald Trump
NA,-0.3,4000,1.9,202,43,Kamala Harris
NA,-0.3,4000,1.9,202,43,Donald Trump
NA,-1.1,1604,3,203,43,Kamala Harris
NA,-1.1,1604,3,203,43,Donald Trump
Tennessee,0.1,974,1.8,218,31,Kamala Harris
Tennessee,0.1,974,1.8,218,55,Donald Trump
Tennessee,0.1,955,1.8,218,28,Kamala Harris
Tennessee,0.1,955,1.8,218,47,Donald Trump
Tennessee,0.1,1139,1.8,218,31,Kamala Harris
Tennessee,0.1,1139,1.8,218,60,Donald Trump
Tennessee,0.1,1176,1.8,218,25,Kamala Harris
Tennessee,0.1,1176,1.8,218,48,Donald Trump
NA,-0.3,4000,1.9,203,42,Kamala Harris
NA,-0.3,4000,1.9,203,43,Donald Trump
NA,0.6,1092,0.7,204,39.8,Kamala Harris
NA,0.6,1092,0.7,204,43.1,Donald Trump
NA,-0.3,6018,1.9,204,44,Kamala Harris
NA,-0.3,6018,1.9,204,42,Donald Trump
NA,1.7,2021,1.2,204,33.5,Kamala Harris
NA,1.7,2021,1.2,204,34.9,Donald Trump
NA,1.7,1619,1.2,204,38.8,Kamala Harris
NA,1.7,1619,1.2,204,37.8,Donald Trump
NA,1.7,1425,1.2,204,41.9,Kamala Harris
NA,1.7,1425,1.2,204,39.7,Donald Trump
Arizona,0.6,503,1.3,205,36,Kamala Harris
Arizona,0.6,503,1.3,205,39,Donald Trump
Pennsylvania,-0.1,431,2.4,213,48,Kamala Harris
Pennsylvania,-0.1,431,2.4,213,38,Donald Trump
Pennsylvania,-0.1,430,2.4,213,42,Kamala Harris
Pennsylvania,-0.1,430,2.4,213,40,Donald Trump
NA,-0.3,4000,1.9,205,44,Kamala Harris
NA,-0.3,4000,1.9,205,43,Donald Trump
Michigan,0.2,1218,1.1,207,43.8,Kamala Harris
Michigan,0.2,1218,1.1,207,44.9,Donald Trump
Michigan,0.2,1145,1.1,207,44.7,Kamala Harris
Michigan,0.2,1145,1.1,207,45.5,Donald Trump
Michigan,0.2,1218,1.1,207,41.2,Kamala Harris
Michigan,0.2,1218,1.1,207,44.5,Donald Trump
Michigan,0.2,1145,1.1,207,42.2,Kamala Harris
Michigan,0.2,1145,1.1,207,44.9,Donald Trump
Michigan,0.2,1218,1.1,207,42.2,Kamala Harris
Michigan,0.2,1218,1.1,207,43.9,Donald Trump
Michigan,0.2,1145,1.1,207,42.9,Kamala Harris
Michigan,0.2,1145,1.1,207,44.3,Donald Trump
Michigan,0.2,1218,1.1,207,48.5,Kamala Harris
Michigan,0.2,1218,1.1,207,51.5,Donald Trump
Michigan,0.2,1145,1.1,207,48.5,Kamala Harris
Michigan,0.2,1145,1.1,207,51.5,Donald Trump
Pennsylvania,0.2,1305,1.1,207,41.3,Kamala Harris
Pennsylvania,0.2,1305,1.1,207,47,Donald Trump
Pennsylvania,0.2,1305,1.1,207,39.7,Kamala Harris
Pennsylvania,0.2,1305,1.1,207,45.4,Donald Trump
Pennsylvania,0.2,1305,1.1,207,41.6,Kamala Harris
Pennsylvania,0.2,1305,1.1,207,45.7,Donald Trump
Pennsylvania,0.2,1305,1.1,207,48.9,Kamala Harris
Pennsylvania,0.2,1305,1.1,207,51.1,Donald Trump
North Carolina,-0.4,1016,2.5,211,38,Kamala Harris
North Carolina,-0.4,1016,2.5,211,43,Donald Trump
North Carolina,-0.4,829,2.5,211,42,Kamala Harris
North Carolina,-0.4,829,2.5,211,45,Donald Trump
NA,-1.2,1200,2.6,206,47,Kamala Harris
NA,-1.2,1200,2.6,206,46,Donald Trump
NA,-1.2,1200,2.6,206,41,Kamala Harris
NA,-1.2,1200,2.6,206,42,Donald Trump
NA,-0.3,4000,1.9,206,43,Kamala Harris
NA,-0.3,4000,1.9,206,44,Donald Trump
New Jersey,-1.1,1000,2.9,207,45.7,Kamala Harris
New Jersey,-1.1,1000,2.9,207,39.4,Donald Trump
New Jersey,-1.1,1000,2.9,207,41,Kamala Harris
New Jersey,-1.1,1000,2.9,207,35.8,Donald Trump
Massachusetts,-0.8,1002,2.8,212,46,Kamala Harris
Massachusetts,-0.8,1002,2.8,212,28,Donald Trump
NA,-0.3,4000,1.9,207,43,Kamala Harris
NA,-0.3,4000,1.9,207,44,Donald Trump
NA,-0.9,1199,2.9,208,50,Kamala Harris
NA,-0.9,1199,2.9,208,48,Donald Trump
NA,-0.9,1199,2.9,208,43,Kamala Harris
NA,-0.9,1199,2.9,208,41,Donald Trump
Michigan,0.2,709,1.5,208,43.7,Kamala Harris
Michigan,0.2,709,1.5,208,48,Donald Trump
Michigan,0.2,709,1.5,208,39.8,Kamala Harris
Michigan,0.2,709,1.5,208,43,Donald Trump
NA,NA,1000,NA,208,44,Kamala Harris
NA,NA,1000,NA,208,46,Donald Trump
NA,NA,821,NA,208,40,Kamala Harris
NA,NA,821,NA,208,41,Donald Trump
NA,-1.1,868,3,215,50,Kamala Harris
NA,-1.1,868,3,215,50,Donald Trump
NA,-1.1,674,3,215,52,Kamala Harris
NA,-1.1,674,3,215,48,Donald Trump
NA,-1.1,868,3,215,38,Kamala Harris
NA,-1.1,868,3,215,41,Donald Trump
NA,-1.1,674,3,215,41,Kamala Harris
NA,-1.1,674,3,215,41,Donald Trump
NA,-0.3,4000,1.9,208,43,Kamala Harris
NA,-0.3,4000,1.9,208,44,Donald Trump
NA,-0.2,1080,1.6,210,46,Kamala Harris
NA,-0.2,1080,1.6,210,50,Donald Trump
NA,-1.1,1415,3,209,43,Kamala Harris
NA,-1.1,1415,3,209,44,Donald Trump
NA,-0.3,4000,1.9,209,44,Kamala Harris
NA,-0.3,4000,1.9,209,44,Donald Trump
NA,1.6,2000,0.5,210,44.9,Kamala Harris
NA,1.6,2000,0.5,210,46.5,Donald Trump
NA,1.6,2000,0.5,210,37.4,Kamala Harris
NA,1.6,2000,0.5,210,39.5,Donald Trump
NA,1.6,1799,0.5,210,48.3,Kamala Harris
NA,1.6,1799,0.5,210,45.4,Donald Trump
NA,1.6,1799,0.5,210,38.9,Kamala Harris
NA,1.6,1799,0.5,210,42.2,Donald Trump
Pennsylvania,NA,800,NA,211,44,Kamala Harris
Pennsylvania,NA,800,NA,211,41,Donald Trump
NA,-0.1,1010,1.5,208,50,Kamala Harris
NA,-0.1,1010,1.5,208,50,Donald Trump
NA,-0.1,1010,1.5,208,40,Kamala Harris
NA,-0.1,1010,1.5,208,42,Donald Trump
NA,0,786,2,210,43,Kamala Harris
NA,0,786,2,210,47,Donald Trump
NA,0,1000,2,210,37,Kamala Harris
NA,0,1000,2,210,41,Donald Trump
NA,-0.3,4000,1.9,210,44,Kamala Harris
NA,-0.3,4000,1.9,210,43,Donald Trump
NA,-1.1,1094,2.8,211,38,Kamala Harris
NA,-1.1,1094,2.8,211,43,Donald Trump
NA,-1.1,1094,2.8,211,45,Kamala Harris
NA,-1.1,1094,2.8,211,50,Donald Trump
NA,-1.1,1094,2.8,211,45,Kamala Harris
NA,-1.1,1094,2.8,211,51,Donald Trump
NA,-0.5,1407,2.8,212,48,Kamala Harris
NA,-0.5,1407,2.8,212,45,Donald Trump
NA,-0.5,1407,2.8,212,38,Kamala Harris
NA,-0.5,1407,2.8,212,39,Donald Trump
California,-0.4,1084,2.5,214,54,Kamala Harris
California,-0.4,1084,2.5,214,31,Donald Trump
NA,-0.3,5833,1.9,211,44,Kamala Harris
NA,-0.3,5833,1.9,211,43,Donald Trump
NA,0.2,1000,1.6,213,39,Kamala Harris
NA,0.2,1000,1.6,213,43,Donald Trump
NA,0.2,1000,1.6,213,43,Kamala Harris
NA,0.2,1000,1.6,213,46,Donald Trump
NA,0.2,1000,1.6,213,47,Donald Trump
Arizona,NA,600,NA,216,34,Kamala Harris
Arizona,NA,600,NA,216,39,Donald Trump
Arizona,NA,600,NA,216,37,Kamala Harris
Arizona,NA,600,NA,216,43,Donald Trump
Arizona,NA,600,NA,216,42,Kamala Harris
Arizona,NA,600,NA,216,47,Donald Trump
Georgia,NA,600,NA,216,35,Kamala Harris
Georgia,NA,600,NA,216,38,Donald Trump
Georgia,NA,600,NA,216,38,Kamala Harris
Georgia,NA,600,NA,216,42,Donald Trump
Georgia,NA,600,NA,216,43,Kamala Harris
Georgia,NA,600,NA,216,44,Donald Trump
Michigan,NA,600,NA,216,37,Kamala Harris
Michigan,NA,600,NA,216,39,Donald Trump
Michigan,NA,600,NA,216,40,Kamala Harris
Michigan,NA,600,NA,216,45,Donald Trump
Michigan,NA,600,NA,216,45,Kamala Harris
Michigan,NA,600,NA,216,48,Donald Trump
North Carolina,NA,600,NA,216,34,Kamala Harris
North Carolina,NA,600,NA,216,42,Donald Trump
North Carolina,NA,600,NA,216,38,Kamala Harris
North Carolina,NA,600,NA,216,45,Donald Trump
North Carolina,NA,600,NA,216,43,Kamala Harris
North Carolina,NA,600,NA,216,49,Donald Trump
Nevada,NA,600,NA,216,33,Kamala Harris
Nevada,NA,600,NA,216,37,Donald Trump
Nevada,NA,600,NA,216,38,Kamala Harris
Nevada,NA,600,NA,216,42,Donald Trump
Nevada,NA,600,NA,216,44,Kamala Harris
Nevada,NA,600,NA,216,48,Donald Trump
Pennsylvania,NA,600,NA,216,38,Kamala Harris
Pennsylvania,NA,600,NA,216,41,Donald Trump
Pennsylvania,NA,600,NA,216,40,Kamala Harris
Pennsylvania,NA,600,NA,216,44,Donald Trump
Pennsylvania,NA,600,NA,216,44,Kamala Harris
Pennsylvania,NA,600,NA,216,47,Donald Trump
Wisconsin,NA,600,NA,216,41,Kamala Harris
Wisconsin,NA,600,NA,216,38,Donald Trump
Wisconsin,NA,600,NA,216,43,Kamala Harris
Wisconsin,NA,600,NA,216,42,Donald Trump
Wisconsin,NA,600,NA,216,46,Kamala Harris
Wisconsin,NA,600,NA,216,46,Donald Trump
NA,-0.3,4000,1.9,212,44,Kamala Harris
NA,-0.3,4000,1.9,212,43,Donald Trump
NA,-0.3,4000,1.9,213,44,Kamala Harris
NA,-0.3,4000,1.9,213,43,Donald Trump
NA,NA,1001,NA,225,47.3,Kamala Harris
NA,NA,1001,NA,225,52.7,Donald Trump
NA,-0.1,2271,1.5,213,49,Kamala Harris
NA,-0.1,2271,1.5,213,51,Donald Trump
NA,-0.1,2271,1.5,213,39,Kamala Harris
NA,-0.1,2271,1.5,213,43,Donald Trump
NA,-0.1,2271,1.5,213,38,Kamala Harris
NA,-0.1,2271,1.5,213,43,Donald Trump
NA,-0.3,4000,1.9,214,43,Kamala Harris
NA,-0.3,4000,1.9,214,42,Donald Trump
NA,-0.8,1006,2.7,215,47,Kamala Harris
NA,-0.8,1006,2.7,215,49,Donald Trump
NA,-0.8,1006,2.7,215,40,Kamala Harris
NA,-0.8,1006,2.7,215,43,Donald Trump
Texas,-0.9,1117,2.9,215,44,Kamala Harris
Texas,-0.9,1117,2.9,215,55,Donald Trump
Texas,-0.9,1117,2.9,215,36,Kamala Harris
Texas,-0.9,1117,2.9,215,48,Donald Trump
Washington,-0.8,600,2.7,215,48,Kamala Harris
Washington,-0.8,600,2.7,215,37,Donald Trump
NA,-0.3,4000,1.9,215,43,Kamala Harris
NA,-0.3,4000,1.9,215,43,Donald Trump
Arizona,-1.1,1000,2.9,217,42.1,Kamala Harris
Arizona,-1.1,1000,2.9,217,45,Donald Trump
Georgia,-1.1,1000,2.9,217,41.7,Kamala Harris
Georgia,-1.1,1000,2.9,217,46,Donald Trump
Michigan,-1.1,1000,2.9,217,43.6,Kamala Harris
Michigan,-1.1,1000,2.9,217,45.5,Donald Trump
Nevada,-1.1,1000,2.9,217,41.7,Kamala Harris
Nevada,-1.1,1000,2.9,217,45.1,Donald Trump
North Carolina,-1.1,1000,2.9,217,44.7,Kamala Harris
North Carolina,-1.1,1000,2.9,217,46.9,Donald Trump
Pennsylvania,-1.1,1000,2.9,217,43.8,Kamala Harris
Pennsylvania,-1.1,1000,2.9,217,46.6,Donald Trump
Wisconsin,-1.1,1000,2.9,217,45.3,Kamala Harris
Wisconsin,-1.1,1000,2.9,217,46.7,Donald Trump
NA,-0.3,4000,1.9,216,42,Kamala Harris
NA,-0.3,4000,1.9,216,44,Donald Trump
NA,-1.1,1510,3,217,44,Kamala Harris
NA,-1.1,1510,3,217,43,Donald Trump
NA,-0.7,1001,2.6,218,45,Kamala Harris
NA,-0.7,1001,2.6,218,46,Donald Trump
Colorado,NA,632,NA,218,49,Kamala Harris
Colorado,NA,632,NA,218,39,Donald Trump
Arizona,-0.8,401,2.7,221,45,Kamala Harris
Arizona,-0.8,401,2.7,221,51,Donald Trump
Georgia,-0.8,400,2.7,221,42,Kamala Harris
Georgia,-0.8,400,2.7,221,52,Donald Trump
Michigan,-0.8,400,2.7,221,45,Kamala Harris
Michigan,-0.8,400,2.7,221,51,Donald Trump
Nevada,-0.8,400,2.7,221,44,Kamala Harris
Nevada,-0.8,400,2.7,221,51,Donald Trump
Pennsylvania,-0.8,400,2.7,221,45,Kamala Harris
Pennsylvania,-0.8,400,2.7,221,49,Donald Trump
Wisconsin,-0.8,400,2.7,221,47,Kamala Harris
Wisconsin,-0.8,400,2.7,221,46,Donald Trump
NA,-0.3,4000,1.9,217,43,Kamala Harris
NA,-0.3,4000,1.9,217,44,Donald Trump
Michigan,-1.1,1000,2.9,219,49.7,Kamala Harris
Michigan,-1.1,1000,2.9,219,50.3,Donald Trump
Michigan,-1.1,1000,2.9,219,40.6,Kamala Harris
Michigan,-1.1,1000,2.9,219,43.2,Donald Trump
Michigan,-1.1,1000,2.9,219,44.6,Donald Trump
Wisconsin,-1.1,1000,2.9,219,48.2,Kamala Harris
Wisconsin,-1.1,1000,2.9,219,51.8,Donald Trump
Wisconsin,-1.1,1000,2.9,219,39.6,Kamala Harris
Wisconsin,-1.1,1000,2.9,219,43.4,Donald Trump
Michigan,-0.6,1097,2.8,220,42,Kamala Harris
Michigan,-0.6,1097,2.8,220,50,Donald Trump
Michigan,-0.6,1097,2.8,220,34,Kamala Harris
Michigan,-0.6,1097,2.8,220,40,Donald Trump
Pennsylvania,-0.6,1132,2.8,220,46,Kamala Harris
Pennsylvania,-0.6,1132,2.8,220,46,Donald Trump
Pennsylvania,-0.6,1132,2.8,220,38,Kamala Harris
Pennsylvania,-0.6,1132,2.8,220,40,Donald Trump
NA,-0.3,5777,1.9,218,43,Kamala Harris
NA,-0.3,5777,1.9,218,43,Donald Trump
NA,NA,1053,NA,218,44.4,Kamala Harris
NA,NA,1053,NA,218,44.1,Donald Trump
NA,NA,941,NA,218,47.1,Kamala Harris
NA,NA,941,NA,218,44.6,Donald Trump
Arizona,0.3,600,1.1,219,42,Kamala Harris
Arizona,0.3,600,1.1,219,46,Donald Trump
Arizona,0.3,600,1.1,219,33,Kamala Harris
Arizona,0.3,600,1.1,219,37,Donald Trump
Arizona,0.4,516,1.8,219,41,Kamala Harris
Arizona,0.4,516,1.8,219,44,Donald Trump
Florida,0.4,875,1.8,219,39,Kamala Harris
Florida,0.4,875,1.8,219,46,Donald Trump
Georgia,0.4,760,1.8,219,41,Kamala Harris
Georgia,0.4,760,1.8,219,44,Donald Trump
Michigan,0.4,616,1.8,219,39,Kamala Harris
Michigan,0.4,616,1.8,219,41,Donald Trump
North Carolina,0.4,642,1.8,219,39,Kamala Harris
North Carolina,0.4,642,1.8,219,43,Donald Trump
Pennsylvania,0.4,775,1.8,219,41,Kamala Harris
Pennsylvania,0.4,775,1.8,219,44,Donald Trump
NA,-1.2,704,2.8,222,38,Kamala Harris
NA,-1.2,704,2.8,222,45,Donald Trump
Michigan,-0.2,627,2.4,218,44,Kamala Harris
Michigan,-0.2,627,2.4,218,47,Donald Trump
Michigan,-0.2,627,2.4,218,42,Kamala Harris
Michigan,-0.2,627,2.4,218,44,Donald Trump
NA,-0.3,4000,1.9,219,43,Kamala Harris
NA,-0.3,4000,1.9,219,43,Donald Trump
NA,0.4,1124,1.8,218,41,Kamala Harris
NA,0.4,1124,1.8,218,45,Donald Trump
NA,0.4,1124,1.8,218,40,Kamala Harris
NA,0.4,1124,1.8,218,44,Donald Trump
NA,-0.3,4000,1.9,220,43,Kamala Harris
NA,-0.3,4000,1.9,220,43,Donald Trump
Arizona,-1.1,1000,2.9,221,47.7,Kamala Harris
Arizona,-1.1,1000,2.9,221,52.3,Donald Trump
Arizona,-1.1,1000,2.9,221,37.9,Kamala Harris
Arizona,-1.1,1000,2.9,221,45.8,Donald Trump
Nevada,-1.1,1000,2.9,221,48.7,Kamala Harris
Nevada,-1.1,1000,2.9,221,51.3,Donald Trump
Nevada,-1.1,1000,2.9,221,36,Kamala Harris
Nevada,-1.1,1000,2.9,221,41,Donald Trump
NA,-0.4,2145,2.4,222,45,Kamala Harris
NA,-0.4,2145,2.4,222,46,Donald Trump
NA,-0.4,2145,2.4,222,40,Kamala Harris
NA,-0.4,2145,2.4,222,43,Donald Trump
NA,-0.4,2510,2.4,222,44,Kamala Harris
NA,-0.4,2510,2.4,222,43,Donald Trump
NA,-0.4,2510,2.4,222,38,Kamala Harris
NA,-0.4,2510,2.4,222,41,Donald Trump
Nevada,-0.3,447,1.9,225,36,Kamala Harris
Nevada,-0.3,447,1.9,225,42,Donald Trump
Nevada,-0.3,447,1.9,225,44,Kamala Harris
Nevada,-0.3,447,1.9,225,46,Donald Trump
NA,-0.4,2000,2.3,220,42,Kamala Harris
NA,-0.4,2000,2.3,220,37,Donald Trump
NA,-0.4,2000,2.3,220,46,Kamala Harris
NA,-0.4,2000,2.3,220,42,Donald Trump
NA,-0.3,4000,1.9,221,43,Kamala Harris
NA,-0.3,4000,1.9,221,43,Donald Trump
Georgia,-0.9,1177,2.9,222,47,Kamala Harris
Georgia,-0.9,1177,2.9,222,51,Donald Trump
Georgia,-0.9,1177,2.9,222,40,Kamala Harris
Georgia,-0.9,1177,2.9,222,45,Donald Trump
North Carolina,-0.9,1197,2.9,222,48,Kamala Harris
North Carolina,-0.9,1197,2.9,222,51,Donald Trump
North Carolina,-0.9,1197,2.9,222,43,Kamala Harris
North Carolina,-0.9,1197,2.9,222,46,Donald Trump
NA,1.6,1000,0.5,224,43,Kamala Harris
NA,1.6,1000,0.5,224,49,Donald Trump
NA,1.6,1000,0.5,224,41,Kamala Harris
NA,1.6,1000,0.5,224,50,Donald Trump
NA,1.6,1000,0.5,224,34,Kamala Harris
NA,1.6,1000,0.5,224,38,Donald Trump
Arizona,-0.3,796,1.9,225,37,Kamala Harris
Arizona,-0.3,796,1.9,225,43,Donald Trump
Arizona,-0.3,796,1.9,225,43,Kamala Harris
Arizona,-0.3,796,1.9,225,48,Donald Trump
Wisconsin,-0.3,697,1.9,225,39,Kamala Harris
Wisconsin,-0.3,697,1.9,225,41,Donald Trump
Wisconsin,-0.3,697,1.9,225,46,Kamala Harris
Wisconsin,-0.3,697,1.9,225,45,Donald Trump
Ohio,NA,753,NA,220,39.5,Kamala Harris
Ohio,NA,753,NA,220,50.4,Donald Trump
Ohio,NA,705,NA,220,40.4,Kamala Harris
Ohio,NA,705,NA,220,51,Donald Trump
NA,0,837,1.4,221,46,Kamala Harris
NA,0,837,1.4,221,45,Donald Trump
Florida,-0.3,1963,2.4,222,41.7,Kamala Harris
Florida,-0.3,1963,2.4,222,47.5,Donald Trump
NA,-0.3,4000,1.9,222,44,Kamala Harris
NA,-0.3,4000,1.9,222,42,Donald Trump
Pennsylvania,-1.1,1000,2.9,223,48.2,Kamala Harris
Pennsylvania,-1.1,1000,2.9,223,51.8,Donald Trump
Pennsylvania,-1.1,1000,2.9,223,40.2,Kamala Harris
Pennsylvania,-1.1,1000,2.9,223,43.7,Donald Trump
NA,1.7,2026,1.2,225,32.8,Kamala Harris
NA,1.7,2026,1.2,225,36.3,Donald Trump
NA,1.7,1628,1.2,225,36.8,Kamala Harris
NA,1.7,1628,1.2,225,39.1,Donald Trump
NA,1.7,1436,1.2,225,39.5,Kamala Harris
NA,1.7,1436,1.2,225,40.9,Donald Trump
NA,-0.9,3356,2.8,226,50,Kamala Harris
NA,-0.9,3356,2.8,226,48,Donald Trump
NA,-0.9,4094,2.8,226,34,Kamala Harris
NA,-0.9,4094,2.8,226,36,Donald Trump
NA,-0.9,3356,2.8,226,43,Kamala Harris
NA,-0.9,3356,2.8,226,38,Donald Trump
NA,-0.9,4094,2.8,226,31,Kamala Harris
NA,-0.9,4094,2.8,226,32,Donald Trump
NA,-1.1,1367,3,223,42,Kamala Harris
NA,-1.1,1367,3,223,44,Donald Trump
NA,-0.3,4000,1.9,223,44,Kamala Harris
NA,-0.3,4000,1.9,223,43,Donald Trump
NA,-0.2,1324,2.4,224,45,Kamala Harris
NA,-0.2,1324,2.4,224,44,Donald Trump
Michigan,-0.5,1487,2.8,225,45,Kamala Harris
Michigan,-0.5,1487,2.8,225,48,Donald Trump
Michigan,-0.5,1487,2.8,225,36,Kamala Harris
Michigan,-0.5,1487,2.8,225,41,Donald Trump
Georgia,-0.3,788,1.9,225,38,Kamala Harris
Georgia,-0.3,788,1.9,225,45,Donald Trump
Georgia,-0.3,788,1.9,225,42,Kamala Harris
Georgia,-0.3,788,1.9,225,49,Donald Trump
Michigan,-0.3,698,1.9,225,40,Kamala Harris
Michigan,-0.3,698,1.9,225,40,Donald Trump
Michigan,-0.3,698,1.9,225,45,Kamala Harris
Michigan,-0.3,698,1.9,225,45,Donald Trump
North Carolina,-0.3,699,1.9,225,39,Kamala Harris
North Carolina,-0.3,699,1.9,225,45,Donald Trump
North Carolina,-0.3,699,1.9,225,43,Kamala Harris
North Carolina,-0.3,699,1.9,225,49,Donald Trump
Pennsylvania,-0.3,807,1.9,225,38,Kamala Harris
Pennsylvania,-0.3,807,1.9,225,44,Donald Trump
Pennsylvania,-0.3,807,1.9,225,45,Kamala Harris
Pennsylvania,-0.3,807,1.9,225,45,Donald Trump
NA,-0.3,4000,1.9,224,44,Kamala Harris
NA,-0.3,4000,1.9,224,43,Donald Trump
NA,-1.1,990,3,225,44,Kamala Harris
NA,-1.1,990,3,225,46,Donald Trump
NA,-1.1,992,3,225,41,Kamala Harris
NA,-1.1,992,3,225,43,Donald Trump
NA,-1,1000,2.9,225,37.5,Kamala Harris
NA,-1,1000,2.9,225,40,Donald Trump
Ohio,-0.5,1298,2.6,225,37.6,Kamala Harris
Ohio,-0.5,1298,2.6,225,48.1,Donald Trump
Florida,0.2,1378,1.1,225,38,Kamala Harris
Florida,0.2,1378,1.1,225,51.4,Donald Trump
Florida,0.2,1318,1.1,225,38.7,Kamala Harris
Florida,0.2,1318,1.1,225,51.8,Donald Trump
Florida,0.2,1378,1.1,225,36.4,Kamala Harris
Florida,0.2,1378,1.1,225,49.9,Donald Trump
Florida,0.2,1318,1.1,225,37.2,Kamala Harris
Florida,0.2,1318,1.1,225,50.6,Donald Trump
Florida,0.2,1378,1.1,225,36.3,Kamala Harris
Florida,0.2,1378,1.1,225,49.5,Donald Trump
Florida,0.2,1318,1.1,225,37.2,Kamala Harris
Florida,0.2,1318,1.1,225,50,Donald Trump
Florida,0.2,1378,1.1,225,43.4,Kamala Harris
Florida,0.2,1378,1.1,225,56.6,Donald Trump
Florida,0.2,1318,1.1,225,43.7,Kamala Harris
Florida,0.2,1318,1.1,225,56.3,Donald Trump
Pennsylvania,-1.1,1149,2.8,226,47,Kamala Harris
Pennsylvania,-1.1,1149,2.8,226,49,Donald Trump
Pennsylvania,-1.1,1149,2.8,226,42,Kamala Harris
Pennsylvania,-1.1,1149,2.8,226,42,Donald Trump
Arizona,-1.1,1121,2.8,226,45,Kamala Harris
Arizona,-1.1,1121,2.8,226,49,Donald Trump
Arizona,-1.1,1121,2.8,226,39,Kamala Harris
Arizona,-1.1,1121,2.8,226,43,Donald Trump
Ohio,-1.3,1241,2.8,227,38,Kamala Harris
Ohio,-1.3,1241,2.8,227,50,Donald Trump
Ohio,-1.3,1241,2.8,227,32,Kamala Harris
Ohio,-1.3,1241,2.8,227,44,Donald Trump
Ohio,-1.3,1241,2.8,227,38,Kamala Harris
Ohio,-1.3,1241,2.8,227,51,Donald Trump
Ohio,-1.3,1241,2.8,227,51,Donald Trump
Ohio,-1.3,1241,2.8,227,51,Donald Trump
Georgia,-1.1,1126,3,229,48,Kamala Harris
Georgia,-1.1,1126,3,229,51,Donald Trump
NA,-0.3,6300,1.9,225,43,Kamala Harris
NA,-0.3,6300,1.9,225,44,Donald Trump
NA,-0.1,2017,1.5,225,48,Kamala Harris
NA,-0.1,2017,1.5,225,52,Donald Trump
NA,-0.1,2017,1.5,225,38,Kamala Harris
NA,-0.1,2017,1.5,225,44,Donald Trump
Ohio,-1.1,1300,2.9,226,44.6,Kamala Harris
Ohio,-1.1,1300,2.9,226,55.4,Donald Trump
Ohio,-1.1,1300,2.9,226,38,Kamala Harris
Ohio,-1.1,1300,2.9,226,47.1,Donald Trump
NA,-0.3,4000,1.9,226,44,Kamala Harris
NA,-0.3,4000,1.9,226,43,Donald Trump
North Carolina,-1.3,598,2.8,230,45,Kamala Harris
North Carolina,-1.3,598,2.8,230,50,Donald Trump
NA,-0.3,4000,1.9,227,43,Kamala Harris
NA,-0.3,4000,1.9,227,44,Donald Trump
North Carolina,-1.1,600,2.1,227,39.8,Kamala Harris
North Carolina,-1.1,600,2.1,227,45.2,Donald Trump
Georgia,-1.1,1000,2.9,228,48,Kamala Harris
Georgia,-1.1,1000,2.9,228,52,Donald Trump
Georgia,-1.1,1000,2.9,228,37.1,Kamala Harris
Georgia,-1.1,1000,2.9,228,44.2,Donald Trump
NA,-0.3,4000,1.9,228,43,Kamala Harris
NA,-0.3,4000,1.9,228,43,Donald Trump
NA,-1.1,1350,2.9,228,51,Kamala Harris
NA,-1.1,1350,2.9,228,49,Donald Trump
NA,-1.1,1350,2.9,228,41.5,Kamala Harris
NA,-1.1,1350,2.9,228,43.2,Donald Trump
NA,-0.3,4000,1.9,229,42,Kamala Harris
NA,-0.3,4000,1.9,229,44,Donald Trump
Pennsylvania,-0.3,450,2.3,236,50,Kamala Harris
Pennsylvania,-0.3,450,2.3,236,45,Donald Trump
NA,-1.1,1450,3,230,42,Kamala Harris
NA,-1.1,1450,3,230,44,Donald Trump
NA,-1.1,1450,3,230,37,Kamala Harris
NA,-0.3,4000,1.9,230,43,Kamala Harris
NA,-0.3,4000,1.9,230,43,Donald Trump
